x_max,n_grid,h,state_0_abs_error,state_1_abs_error,state_2_abs_error,state_3_abs_error
2.5,2500,0.0010004001600640256,0.11405081756063318,0.11443826283934211,0.30626377181422537,0.36487200060443037
3.0,3000,0.0010003334444814939,0.0002801356373880459,0.00028111923337048594,0.0016296914769222681,0.0019368883403219073
3.5,3500,0.0010002857959416976,7.932829060308677e-09,7.958548486897143e-09,7.063742391011374e-08,8.513613902749739e-08
4.0,4000,0.001000250062515629,1.6333601138285303e-12,3.3519853559482726e-12,1.9628743075372768e-12,4.390265928577719e-12
4.5,4500,0.0010002222716159147,2.3643309532417334e-12,5.4858340092778235e-12,4.303224443447107e-12,7.212008767965017e-13
