b,E0,E1,splitting
3.0,1.3554537301579532,1.707874737343653,0.3524210071856997
4.0,1.8008134946490244,1.8965053823333824,0.09569188768435799
5.0,2.114236421155695,2.13088867312675,0.0166522519710548
6.0,2.357272975477811,2.359371764872307,0.0020987893944961478
7.0,2.5691551419134426,2.5693594527611956,0.00020431084775296426
8.0,2.7624059271374994,2.7624218222902255,1.5895152726042028e-05
