state_index,convergence_exponent_p,log_prefactor
0,2.999724444480787,-0.8615796081682775
1,3.9726264723157585,-3.726011870163229
2,2.999186580952964,0.6393149098959117
3,3.9991040277118706,-1.4064754501406653
